128,LeftArrow,[0.05286087 0.38256142 0.18578435 0.47215882]
128,BlueAvatar,[0.07491398 0.7904986  0.19103202 0.8691312 ]
129,LeftArrow,[0.06026304 0.36963895 0.1923491  0.460619  ]
129,BlueAvatar,[0.07899246 0.7773149  0.19227916 0.8544353 ]
130,LeftArrow,[0.06292373 0.354467   0.1938743  0.44649294]
130,BlueAvatar,[0.07697071 0.7612662  0.18888561 0.8368662 ]
131,LeftArrow,[0.05672704 0.33579698 0.19014236 0.4307163 ]
131,BlueAvatar,[0.07199064 0.7431047  0.18168321 0.8187593 ]
132,LeftArrow,[0.05221862 0.31283453 0.18307917 0.40965453]
132,BlueAvatar,[0.06016419 0.7222145  0.16997373 0.7939901 ]
133,LeftArrow,[0.04639591 0.28998473 0.17514881 0.38828334]
133,BlueAvatar,[0.04507799 0.69886243 0.15421438 0.76983714]
134,LeftArrow,[0.02528057 0.26316154 0.15510447 0.36411077]
134,BlueAvatar,[0.02189106 0.67493945 0.12997653 0.743272  ]
135,LeftArrow,[0.00348328 0.23479314 0.13440731 0.33619195]
135,BlueAvatar,[0.         0.64569014 0.1063001  0.7169897 ]
136,LeftArrow,[0.00075004 0.20810555 0.11995676 0.31150144]
136,BlueAvatar,[4.2151660e-04 6.1969626e-01 9.7701482e-02 6.9296670e-01]
137,LeftArrow,[0.         0.18248364 0.10823913 0.2867727 ]
137,BlueAvatar,[0.         0.60223484 0.09347764 0.6659788 ]
138,LeftArrow,[0.         0.15583102 0.10555872 0.26484388]
138,BlueAvatar,[0.         0.5845364  0.09455507 0.64391476]
139,LeftArrow,[0.         0.12858385 0.10150304 0.23977685]
139,BlueAvatar,[1.3515353e-04 5.6304246e-01 8.4965006e-02 6.2211746e-01]
140,BlueAvatar,[2.3424625e-05 5.4248804e-01 7.9525866e-02 6.0147554e-01]
140,LeftArrow,[1.21142715e-04 1.01333149e-01 1.00283012e-01 2.17639893e-01]
141,BlueAvatar,[3.4626946e-04 5.2621174e-01 7.1600035e-02 5.8537126e-01]
141,LeftArrow,[0.         0.07698523 0.09720017 0.19961624]
142,BlueAvatar,[0.         0.51275676 0.06914416 0.5711972 ]
142,LeftArrow,[0.         0.05856755 0.09725267 0.18378815]
143,BlueAvatar,[5.8688223e-05 4.9959010e-01 7.5972937e-02 5.5827910e-01]
143,LeftArrow,[0.00089283 0.04256753 0.10175173 0.16905496]
144,LeftArrow,[0.         0.02798676 0.1171781  0.15595634]
144,BlueAvatar,[0.00066155 0.48943615 0.08752047 0.54743016]
145,LeftArrow,[0.00029657 0.0180773  0.13316602 0.14449634]
145,BlueAvatar,[5.106665e-04 4.807773e-01 9.620018e-02 5.376903e-01]
146,LeftArrow,[0.00076001 0.00926057 0.1447568  0.13671426]
146,BlueAvatar,[0.0007857  0.47436073 0.10343789 0.5313704 ]
147,LeftArrow,[0.00315765 0.00229289 0.15378997 0.13068162]
147,BlueAvatar,[0.00150479 0.46880507 0.10297254 0.5252914 ]
148,LeftArrow,[0.00465789 0.00114023 0.16505429 0.12756822]
148,BlueAvatar,[0.00152863 0.46466684 0.1032155  0.52171886]
149,LeftArrow,[0.01946398 0.00025219 0.17867947 0.12159497]
149,BlueAvatar,[0.00670238 0.45799437 0.11145093 0.5141542 ]
150,BlueAvatar,[0.01743921 0.45008755 0.11967297 0.5061441 ]
150,LeftArrow,[0.03332066 0.         0.18972707 0.11227679]
151,LeftArrow,[0.03872555 0.00035702 0.19601181 0.10754241]
151,BlueAvatar,[0.02359498 0.44588077 0.1250358  0.5016211 ]
152,BlueAvatar,[0.02810394 0.44604403 0.13068148 0.5019146 ]
152,LeftArrow,[0.04602745 0.         0.19891718 0.10871682]
153,LeftArrow,[0.04152159 0.         0.1950545  0.11785698]
153,BlueAvatar,[0.03483102 0.4516295  0.13481936 0.5087798 ]
154,LeftArrow,[0.04076963 0.00035814 0.19607034 0.11503315]
154,BlueAvatar,[0.03623294 0.4502317  0.1358017  0.5070891 ]
155,LeftArrow,[0.05078939 0.0004608  0.20453706 0.11908008]
155,BlueAvatar,[0.05081952 0.45181453 0.15016796 0.5078259 ]
156,LeftArrow,[6.2486425e-02 2.0820647e-04 2.1109347e-01 1.2462374e-01]
156,BlueAvatar,[0.06408799 0.45720848 0.16274178 0.5111122 ]
157,LeftArrow,[0.06392432 0.00351307 0.21010542 0.1333752 ]
157,BlueAvatar,[0.06927978 0.46384114 0.16704096 0.5182156 ]
158,LeftArrow,[0.0662547  0.02202767 0.21029335 0.14861433]
158,BlueAvatar,[0.07188515 0.47442192 0.1697049  0.5286264 ]
159,LeftArrow,[0.07301278 0.04549612 0.213544   0.16572271]
159,BlueAvatar,[0.07616828 0.48843652 0.17580943 0.5421639 ]
160,BlueAvatar,[0.08359198 0.5066477  0.18352202 0.55867267]
160,LeftArrow,[0.08348534 0.0701334  0.21967891 0.18880899]
161,LeftArrow,[0.09562697 0.0966287  0.23020202 0.21000516]
161,BlueAvatar,[0.09284019 0.52262956 0.1917578  0.57657   ]
162,BlueAvatar,[0.10110623 0.5425264  0.20211485 0.5952192 ]
162,LeftArrow,[0.10712588 0.12243204 0.23885414 0.23214416]
163,BlueAvatar,[0.10722457 0.5607844  0.20702921 0.61677736]
163,LeftArrow,[0.11441639 0.14841914 0.24611393 0.25376517]
164,BlueAvatar,[0.10774999 0.58181095 0.20832974 0.63680243]
164,LeftArrow,[0.11647195 0.17282861 0.24588066 0.27644524]
165,BlueAvatar,[0.10761668 0.6009553  0.21064691 0.6589269 ]
165,LeftArrow,[0.11172588 0.19649456 0.24585731 0.29785028]
166,LeftArrow,[0.11575916 0.21298216 0.24614552 0.30962962]
166,BlueAvatar,[0.11111411 0.61526597 0.21334052 0.6745628 ]
167,BlueAvatar,[0.1016474  0.62497103 0.20526308 0.685199  ]
167,LeftArrow,[0.10639573 0.22267279 0.23827633 0.3193741 ]
168,BlueAvatar,[0.09266467 0.6368484  0.19662459 0.6973316 ]
168,LeftArrow,[0.10025578 0.23302561 0.23125753 0.33102775]
169,LeftArrow,[0.10110713 0.24457762 0.23226488 0.34095606]
169,BlueAvatar,[0.09149437 0.6477316  0.19677626 0.7082264 ]
170,LeftArrow,[0.10186694 0.25591746 0.23433977 0.35066625]
170,BlueAvatar,[0.09302811 0.6585347  0.20030953 0.7207243 ]
171,LeftArrow,[0.10593736 0.27904347 0.23370492 0.3560672 ]
171,RightArrow,[0.10593736 0.27904347 0.23370492 0.3560672 ]
172,RightArrow,[0.10624621 0.28863218 0.23528844 0.36355647]
173,LeftArrow,[0.10640434 0.29613274 0.2377786  0.3723815 ]
174,LeftArrow,[0.10739173 0.30431408 0.24190857 0.37927932]
175,LeftArrow,[0.10640093 0.31549868 0.23237565 0.3864517 ]
176,LeftArrow,[0.10815559 0.3229848  0.23412411 0.3934669 ]
177,RightArrow,[0.11170255 0.32468268 0.24029836 0.4002476 ]
178,RightArrow,[0.11308046 0.33009446 0.24436405 0.4050436 ]
179,RightArrow,[0.10612348 0.33560583 0.23073992 0.4089425 ]
180,RightArrow,[0.10419983 0.34303433 0.22680011 0.4142261 ]
181,RightArrow,[0.10597789 0.34851643 0.23106894 0.42120472]
182,RightArrow,[0.11108386 0.35128915 0.2399874  0.42545915]
182,LeftArrow,[0.11108386 0.35128915 0.2399874  0.42545915]
183,RightArrow,[0.11225404 0.3519818  0.24223669 0.42550275]
183,LeftArrow,[0.11225404 0.3519818  0.24223669 0.42550275]
184,RightArrow,[0.11499237 0.35175055 0.2450309  0.42529637]
184,LeftArrow,[0.11499237 0.35175055 0.2450309  0.42529637]
185,RightArrow,[0.1207513  0.3505903  0.24827343 0.42434442]
185,LeftArrow,[0.1207513  0.3505903  0.24827343 0.42434442]
186,LeftArrow,[0.12569447 0.35151637 0.25096983 0.4260357 ]
186,RightArrow,[0.12569447 0.35151637 0.25096983 0.4260357 ]
187,LeftArrow,[0.12684864 0.35257602 0.25239253 0.4274587 ]
188,LeftArrow,[0.12400518 0.35345033 0.25076228 0.42906353]
189,LeftArrow,[0.11816959 0.353832   0.24699317 0.42883664]
189,RightArrow,[0.11816959 0.353832   0.24699317 0.42883664]
190,LeftArrow,[0.11409926 0.3537063  0.24464267 0.42942113]
191,LeftArrow,[0.11937525 0.3566629  0.25056845 0.4315538 ]
192,LeftArrow,[0.12369938 0.3608189  0.24993344 0.4337302 ]
193,LeftArrow,[0.12760504 0.36658072 0.24883275 0.43890852]
194,LeftArrow,[0.12965462 0.3679079  0.24944511 0.44362178]
195,RightArrow,[0.12800765 0.37142408 0.2512814  0.4449945 ]
196,RightArrow,[0.12997806 0.37219536 0.2540813  0.44503832]
197,RightArrow,[0.12732671 0.37237027 0.2508943  0.44538298]
197,LeftArrow,[0.12732671 0.37237027 0.2508943  0.44538298]
198,RightArrow,[0.11816841 0.37434328 0.24681357 0.44751585]
199,RightArrow,[0.10772473 0.3780658  0.23716423 0.45118615]
200,RightArrow,[0.10742854 0.38052517 0.23782228 0.45359647]
201,RightArrow,[0.1068933  0.3818153  0.23692954 0.45450103]
202,RightArrow,[0.10640863 0.38218367 0.23671198 0.4552042 ]
203,RightArrow,[0.10404605 0.38377607 0.23187041 0.455584  ]
204,RightArrow,[0.10308406 0.38456208 0.22363281 0.4614064 ]
205,RightArrow,[0.09634855 0.39265567 0.22206223 0.46383947]
205,LeftArrow,[0.09634855 0.39265567 0.22206223 0.46383947]
206,LeftArrow,[0.09642303 0.39608902 0.2252869  0.46845937]
207,LeftArrow,[0.09824164 0.39732724 0.22752391 0.4709707 ]
208,LeftArrow,[0.09720173 0.3991741  0.22800809 0.4746223 ]
209,LeftArrow,[0.09844125 0.40214702 0.22990918 0.47746238]
210,LeftArrow,[0.09411604 0.40642166 0.22827685 0.47965944]
211,RightArrow,[0.09150047 0.40586242 0.22476    0.48957708]
212,RightArrow,[0.09502209 0.408226   0.2282989  0.49317974]
213,RightArrow,[0.10071537 0.40889004 0.23299372 0.4937525 ]
214,RightArrow,[0.10581084 0.40550512 0.23422217 0.49273193]
215,RightArrow,[0.10490173 0.40129825 0.23378393 0.48907527]
216,RightArrow,[0.10456886 0.3986609  0.23281226 0.48575073]
217,RightArrow,[0.10594985 0.3964705  0.23471689 0.48366284]
218,RightArrow,[0.1041548  0.39413774 0.23428768 0.48084766]
218,GreenAvatar,[0.1250329 0.7925146 0.2420151 0.8624559]
219,RightArrow,[0.10237497 0.3906609  0.23234239 0.4779043 ]
219,GreenAvatar,[0.12547636 0.78882766 0.24223539 0.8586122 ]
220,RightArrow,[0.09929992 0.38697726 0.23034498 0.47491413]
220,GreenAvatar,[0.12636784 0.7836839  0.24293014 0.85464513]
221,RightArrow,[0.09516207 0.383485   0.2267262  0.47114483]
221,GreenAvatar,[0.12285194 0.78022546 0.2396467  0.8506829 ]
222,RightArrow,[0.09383812 0.38014784 0.22522852 0.46785608]
222,GreenAvatar,[0.12021154 0.7765611  0.23713693 0.847586  ]
223,RightArrow,[0.09601813 0.37599647 0.22561786 0.4628176 ]
223,GreenAvatar,[0.12332486 0.7720136  0.24029933 0.8428158 ]
224,RightArrow,[0.09844293 0.36468714 0.22591357 0.45392388]
224,GreenAvatar,[0.12428981 0.7609192  0.24043217 0.8297683 ]
225,RightArrow,[0.10450313 0.34613204 0.23051772 0.4368986 ]
225,GreenAvatar,[0.12579182 0.7423988  0.23833483 0.8086749 ]
226,RightArrow,[0.11379524 0.32404625 0.24055202 0.41608858]
226,GreenAvatar,[0.13048626 0.7179028  0.2437933  0.78374636]
227,RightArrow,[0.12898861 0.3016745  0.25861126 0.39561462]
227,GreenAvatar,[0.14214298 0.6947111  0.2542519  0.75907934]
228,RightArrow,[0.1408398  0.28046703 0.26643395 0.37470776]
228,GreenAvatar,[0.15409923 0.6719444  0.26282507 0.73413026]
229,RightArrow,[0.13690259 0.26086602 0.26375437 0.35592696]
229,GreenAvatar,[0.1537975  0.65124565 0.2601102  0.7143788 ]
230,RightArrow,[0.13666186 0.24546401 0.2684947  0.3403157 ]
230,GreenAvatar,[0.15824795 0.6360506  0.26426443 0.69793916]
231,GreenAvatar,[0.17291439 0.62130916 0.27566844 0.6810045 ]
231,RightArrow,[0.1519398  0.23003986 0.27982843 0.32687065]
232,RightArrow,[0.1598317  0.21470928 0.28666738 0.31290525]
232,GreenAvatar,[0.18154988 0.60744727 0.28265047 0.66685915]
233,GreenAvatar,[0.18427992 0.5931172  0.28498834 0.6488884 ]
233,RightArrow,[0.16117531 0.19810165 0.28763276 0.29636413]
234,GreenAvatar,[0.18090823 0.57042193 0.28300282 0.62450373]
234,RightArrow,[0.15606701 0.16974603 0.28082964 0.27214503]
235,RightArrow,[0.13911986 0.13820258 0.27070078 0.24617481]
235,GreenAvatar,[0.17406307 0.54869056 0.27419984 0.59859645]
236,RightArrow,[0.11698949 0.10741358 0.2550282  0.21855456]
236,GreenAvatar,[0.15763776 0.52775544 0.2506956  0.5779924 ]
237,RightArrow,[0.11578043 0.08592046 0.25301123 0.19785726]
237,GreenAvatar,[0.13973396 0.5111882  0.23628835 0.56320196]
238,RightArrow,[0.1184805  0.06959438 0.26011315 0.18382671]
238,GreenAvatar,[0.13524875 0.4995601  0.23129293 0.55295944]
239,GreenAvatar,[0.1328054  0.49298447 0.23065573 0.54634565]
239,RightArrow,[0.12207862 0.06029499 0.2666474  0.17577216]
240,RightArrow,[0.12193798 0.05190889 0.2650192  0.1696923 ]
240,GreenAvatar,[0.12809655 0.48820412 0.22708875 0.54068816]
241,RightArrow,[0.11587184 0.04115262 0.26263514 0.15955572]
241,GreenAvatar,[0.12275356 0.48084694 0.21948558 0.5330023 ]
242,RightArrow,[0.11320058 0.03563105 0.26014602 0.15439948]
242,GreenAvatar,[0.12124416 0.47592756 0.21720958 0.52895164]
243,RightArrow,[0.11354312 0.02679084 0.26236203 0.1486919 ]
243,GreenAvatar,[0.11791976 0.46957868 0.21540628 0.52361447]
244,RightArrow,[0.11537734 0.01676331 0.26219225 0.13944101]
244,GreenAvatar,[0.11186641 0.46291977 0.20947933 0.5165747 ]
245,RightArrow,[0.11170451 0.00394638 0.26135683 0.13055363]
245,GreenAvatar,[0.10546587 0.45606893 0.20218067 0.5098924 ]
246,RightArrow,[0.10278986 0.00399446 0.25481522 0.12916847]
